H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	79	68	0.07482993	0.07482993	0.1117043	0.6698929
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	79	83	-0.02469136	-0.02469136	0.06386456	-0.3866207
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	76	-0.04827586	-0.04827586	0.1026893	-0.4701159
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	46	0.2	0.2	0.09930875	2.013921
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	68	76	-0.05555556	-0.05555556	0.1109165	-0.5008771
Neandertal.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	136	48	0.4782609	0.4782609	0.07035647	6.797682
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	80	81	-0.00621118	-0.00621118	0.1070168	-0.05803931
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	73	77	-0.02666667	-0.02666667	0.09077315	-0.2937726
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	81	97	-0.08988764	-0.08988764	0.06974942	-1.288722
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	67	85	-0.1184211	-0.1184211	0.09528403	-1.242822
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	74	67	0.04964539	0.04964539	0.0956364	0.5191056
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	49	71	-0.1833333	-0.1833333	0.1141183	-1.60652
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	64	80	-0.1111111	-0.1111111	0.09839656	-1.129217
Neandertal.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	135	50	0.4594595	0.4594595	0.09720321	4.726793
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	93	93	0	0	0.1142114	0
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	77	81	-0.02531646	-0.02531646	0.1106802	-0.2287352
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	76	93	-0.1005917	-0.1005917	0.104922	-0.9587289
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	72	92	-0.1219512	-0.1219512	0.1167094	-1.044914
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	72	71	0.006993007	0.006993007	0.1278872	0.05468104
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	59	83	-0.1690141	-0.1690141	0.1053166	-1.60482
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	66	87	-0.1372549	-0.1372549	0.1139138	-1.204901
small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	65	68	-0.02255639	-0.02255639	0.1130117	-0.1995934
Neandertal.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	159	38	0.6142132	0.6142132	0.0600993	10.21997
Neandertal.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	136	38	0.5632184	0.5632184	0.08537659	6.596872
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	74	91	-0.1030303	-0.1030303	0.09310049	-1.106657
Neandertal.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	146	35	0.6132597	0.6132597	0.08663385	7.078754
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	70	90	-0.125	-0.125	0.09733051	-1.284284
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	74	-0.03496503	-0.03496503	0.1104813	-0.3164792
Neandertal.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	140	34	0.6091954	0.6091954	0.07018364	8.68002
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	76	92	-0.0952381	-0.0952381	0.08487175	-1.122141
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	78	80	-0.01265823	-0.01265823	0.1066194	-0.1187235
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	73	71	0.01388889	0.01388889	0.09869302	0.1407282
Neandertal.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	136	38	0.5632184	0.5632184	0.07872113	7.154603
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	75	100	-0.1428571	-0.1428571	0.09771451	-1.461985
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	64	73	-0.06569343	-0.06569343	0.1246121	-0.5271832
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	86	87	-0.005780347	-0.005780347	0.09736719	-0.05936648
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	84	89	-0.02890173	-0.02890173	0.09917893	-0.29141
Neandertal.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	146	38	0.5869565	0.5869565	0.06527879	8.991535
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	76	86	-0.0617284	-0.0617284	0.08724871	-0.7074993
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	77	73	0.02666667	0.02666667	0.1017039	0.2621991
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	87	77	0.06097561	0.06097561	0.1016357	0.5999429
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	84	74	0.06329114	0.06329114	0.08550084	0.74024
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	73	60	0.09774436	0.09774436	0.1035413	0.9440129
Neandertal.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	132	26	0.6708861	0.6708861	0.07308332	9.179742
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	78	89	-0.06586826	-0.06586826	0.1035855	-0.635883
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	77	72	0.03355705	0.03355705	0.1205347	0.2784015
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	84	77	0.04347826	0.04347826	0.1123104	0.3871259
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	81	76	0.03184713	0.03184713	0.1231401	0.2586253
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	65	50	0.1304348	0.1304348	0.1131726	1.15253
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	60	64	-0.03225806	-0.03225806	0.09153088	-0.3524282
Neandertal.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	145	40	0.5675676	0.5675676	0.07747124	7.326171
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	68	83	-0.09933775	-0.09933775	0.09536499	-1.041658
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	72	75	-0.02040816	-0.02040816	0.09324569	-0.2188644
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	90	84	0.03448276	0.03448276	0.09850969	0.3500443
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	87	85	0.01162791	0.01162791	0.09655668	0.1204257
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	74	66	0.05714286	0.05714286	0.1055805	0.5412256
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	65	72	-0.05109489	-0.05109489	0.07977235	-0.6405088
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	71	78	-0.04697987	-0.04697987	0.07918599	-0.5932851
Neandertal.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	130	50	0.4444444	0.4444444	0.08428259	5.273265
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	65	99	-0.2073171	-0.2073171	0.09158289	-2.26371
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	88	-0.1210191	-0.1210191	0.0776884	-1.55775
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	67	85	-0.1184211	-0.1184211	0.1133046	-1.045156
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	72	92	-0.1219512	-0.1219512	0.1056296	-1.154518
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	65	76	-0.07801418	-0.07801418	0.1030784	-0.7568429
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	50	77	-0.2125984	-0.2125984	0.1043131	-2.038079
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	57	83	-0.1857143	-0.1857143	0.09516698	-1.951457
small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	62	84	-0.1506849	-0.1506849	0.0987168	-1.526436
Neandertal.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	139	51	0.4631579	0.4631579	0.08140409	5.689615
Neandertal.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	138	38	0.5681818	0.5681818	0.07936594	7.159013
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	84	66	0.12	0.12	0.08266148	1.451704
Neandertal.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	134	50	0.4565217	0.4565217	0.0881528	5.178755
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	75	89	-0.08536585	-0.08536585	0.07574286	-1.127048
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	48	77	-0.232	-0.232	0.08994993	-2.579213
Neandertal.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	123	38	0.5279503	0.5279503	0.09115699	5.79166
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	72	81	-0.05882353	-0.05882353	0.08660687	-0.6792017
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	60	84	-0.1666667	-0.1666667	0.09351047	-1.782332
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	75	69	0.04166667	0.04166667	0.09289928	0.4485144
Neandertal.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	136	44	0.5111111	0.5111111	0.09562292	5.345069
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	75	70	0.03448276	0.03448276	0.09585907	0.3597235
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	64	75	-0.07913669	-0.07913669	0.09164716	-0.8634931
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	86	65	0.1390728	0.1390728	0.07994727	1.739557
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	84	67	0.1125828	0.1125828	0.08758928	1.285349
Neandertal.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	174	38	0.6415094	0.6415094	0.07388249	8.682834
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	113	69	0.2417582	0.2417582	0.07046692	3.430805
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	98	69	0.1736527	0.1736527	0.08739952	1.986884
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	119	61	0.3222222	0.3222222	0.07260552	4.437985
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	114	57	0.3333333	0.3333333	0.06768512	4.924766
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	99	60	0.245283	0.245283	0.09383609	2.613952
Neandertal.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	172	23	0.7641026	0.7641026	0.08133479	9.394535
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	119	56	0.36	0.36	0.07926758	4.541579
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	101	58	0.2704403	0.2704403	0.09245701	2.925038
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	129	56	0.3945946	0.3945946	0.06789434	5.811893
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	115	46	0.4285714	0.4285714	0.09377459	4.57023
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	104	50	0.3506494	0.3506494	0.09408989	3.726748
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	89	74	0.09202454	0.09202454	0.0904152	1.017799
Neandertal.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	173	40	0.6244131	0.6244131	0.08479191	7.364065
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	110	63	0.2716763	0.2716763	0.06303512	4.30992
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	94	74	0.1190476	0.1190476	0.08730849	1.363529
